"source","line","category","term","in_code","content"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",199,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/H05/H05_metric011_reconciliation.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",202,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/11_source_data/H05/H05_preparation_sample_support.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",206,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/11_source_data/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",211,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/11_source_data/H05/H05_preparation_site_support.csv"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",215,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifacts/11_source_data/H05/"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",224,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/H05/H05_model_frames.rds"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",245,"internal_workflow","\bfrozen\b",FALSE,"checks, and lightweight descriptive summaries from the frozen H05 model"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",246,"specialist","\bdiagnostic(s)?\b",FALSE,"frames. It reads the fitted-model archive, estimates, intervals, diagnostics,"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",249,"specialist","\bdiagnostic(s)?\b",FALSE,"diagnostics, rerun leave-one-site-out analyses, bootstrap, or simulate data."
"audit/hypotheses/H05/H05_analysis_preparation.qmd",256,"placement_sample","\bnear[- ]eye\b",FALSE,"analysis uses near-eye measurements; all-available chest measurements provide"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",256,"placement_sample","\bchest\b",FALSE,"analysis uses near-eye measurements; all-available chest measurements provide"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",256,"placement_sample","\ball[- ]available\b",FALSE,"analysis uses near-eye measurements; all-available chest measurements provide"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",269,"placement_sample","\bnear[- ]eye\b",TRUE,"  A[""Verified metric datasets<br/>near eye and chest""] --> C[""Identity, schema, key,<br/>coverage and value checks""]"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",269,"placement_sample","\bchest\b",TRUE,"  A[""Verified metric datasets<br/>near eye and chest""] --> C[""Identity, schema, key,<br/>coverage and value checks""]"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",275,"specialist","\bBH[- ]adjust(ed|ment)?\b",TRUE,"  G --> H[""Effects, 95% intervals,<br/>and complete-family BH adjustment""]"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",298,"internal_workflow","SHA-?256",TRUE,"  ""File identity and schema"", ""Yes"", ""Checks recorded SHA-256 identities, required columns, unique keys, and archive dimensions."","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",300,"internal_workflow","\bmanifest\b",TRUE,"  ""Model construction and estimation"", ""No"", ""Reads the formula registry, model manifest, fitted-model archive, and stored estimates."","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",301,"specialist","\bdiagnostic(s)?\b",TRUE,"  ""Diagnostics and sensitivities"", ""No"", ""Reads the recorded diagnostic and sensitivity outputs; no diagnostic or sensitivity is repeated."","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",317,"internal_workflow","SHA-?256",FALSE,"The analysis begins from named files whose SHA-256 identities were pinned"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",317,"internal_workflow","\bpin(ned|s)?\b",FALSE,"The analysis begins from named files whose SHA-256 identities were pinned"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",346,"internal_workflow","\bmanifest\b",TRUE,"  main_manifest = ""Primary metric-data manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",348,"internal_workflow","\bmanifest\b",TRUE,"  manuscript_prepared_data_manifest = ""Gap-timing-unaware data manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",351,"specialist","\bdiagnostic(s)?\b",TRUE,"  h01_modeling_source = ""Shared metric and diagnostic functions"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",354,"internal_workflow","\bmanifest\b",TRUE,"  primary_metric_manifest = ""Primary metric derivation manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",355,"internal_workflow","\bmanifest\b",TRUE,"  independent_mder_audit_manifest = ""Independent MDER audit manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",356,"internal_workflow","\bmanifest\b",TRUE,"  base_model_manifest = ""Shared base-model input manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",358,"internal_workflow","\bmanifest\b",TRUE,"  metric011_evidence_manifest = ""Independent numerical-zero evidence manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",359,"internal_workflow","\bmanifest\b",TRUE,"  site_context_manifest = ""Unchanged site and daylight-context manifest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",360,"placement_sample","\bnear[- ]eye\b",TRUE,"  primary_near_eye_context = ""Primary near-eye participant-day context"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",361,"placement_sample","\bchest\b",TRUE,"  primary_chest_context = ""Primary chest participant-day context"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",367,"internal_workflow","SHA-?256",TRUE,"    current_sha256 = vapply("
"audit/hypotheses/H05/H05_analysis_preparation.qmd",369,"internal_workflow","SHA-?256",TRUE,"      artifact_sha256,"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",374,"internal_workflow","SHA-?256",TRUE,"    `SHA-256 prefix` = substr(.data$current_sha256, 1L, 16L),"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",376,"internal_workflow","SHA-?256",TRUE,"      .data$current_sha256 == .data$expected_sha256,"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",384,"internal_workflow","SHA-?256",TRUE,"  select(""Input"", ""Path"", ""SHA-256 prefix"", ""Verified"") |>"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",389,"internal_workflow","SHA-?256",TRUE,"    `SHA-256 prefix` ~ gt::pct(15),"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",393,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""Complete 64-character identities are retained in artifacts/06_model_data/H05/H05_input_audit.csv."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",503,"deviation","\bdeviation(s)?\b",FALSE,"participant-level standard deviation."
"audit/hypotheses/H05/H05_analysis_preparation.qmd",558,"internal_workflow","\bartifact(s)?\b",FALSE,"[figure source data](../../../artifacts/11_source_data/H05/H05_preparation_leba_score_distribution.csv)."
"audit/hypotheses/H05/H05_analysis_preparation.qmd",654,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Exact all-available primary near-eye and complementary chest samples for each metric."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",654,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Exact all-available primary near-eye and complementary chest samples for each metric."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",654,"placement_sample","\ball[- ]available\b",TRUE,"#| tbl-cap: ""Exact all-available primary near-eye and complementary chest samples for each metric."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",660,"placement_sample","\bnear[- ]eye\b",TRUE,"      levels = c(""Near eye"", ""Chest"")"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",660,"placement_sample","\bchest\b",TRUE,"      levels = c(""Near eye"", ""Chest"")"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",700,"internal_workflow","\bartifact(s)?\b",FALSE,"The corresponding [exact table source](../../../artifacts/11_source_data/H05/H05_preparation_sample_support.csv)"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",706,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-cap: ""Metric-specific participant and represented-day support in the primary near-eye and complementary chest analyses. Metric numbers follow the preceding table."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",706,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Metric-specific participant and represented-day support in the primary near-eye and complementary chest analyses. Metric numbers follow the preceding table."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",707,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Two line-and-point panels compare near-eye and chest sample support across 17 ordered metrics. The participant panel ranges from 137 to 154 people; represented-day support varies more strongly by metric, with near-eye generally contributing about 655 to 816 days and chest about 687 to 902 days."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",707,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Two line-and-point panels compare near-eye and chest sample support across 17 ordered metrics. The participant panel ranges from 137 to 154 people; represented-day support varies more strongly by metric, with near-eye generally contributing about 655 to 816 days and chest about 687 to 902 days."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",759,"internal_workflow","\bartifact(s)?\b",FALSE,"[paired source data](../../../artifacts/11_source_data/H05/H05_preparation_sample_support.csv)"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",764,"placement_sample","\bnear[- ]eye\b",FALSE,"The primary near-eye analysis represents all nine submitted-manuscript sites."
"audit/hypotheses/H05/H05_analysis_preparation.qmd",765,"placement_sample","\bchest\b",FALSE,"The complementary chest data represent eight. Site-specific counts vary with"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",771,"placement_sample","\ball[- ]available\b",TRUE,"#| tbl-cap: ""Per-site sample ranges across the 17 all-available metric frames."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",777,"placement_sample","\bnear[- ]eye\b",TRUE,"      `Primary near-eye dataset` = ""Primary near eye"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",778,"placement_sample","\bchest\b",TRUE,"      `Complementary chest dataset` = ""Complementary chest"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",810,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-cap: ""Range of participants contributed by each site across the 17 primary near-eye and complementary chest metric frames. Site order and colours follow the submitted manuscript registry."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",810,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Range of participants contributed by each site across the 17 primary near-eye and complementary chest metric frames. Site order and colours follow the submitted manuscript registry."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",811,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Two panels show horizontal participant-count ranges for each site across 17 metrics. The primary near-eye panel contains nine sites and the complementary chest panel eight. Tübingen and Madrid contribute the largest near-eye samples, while San José contributes the smallest."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",811,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Two panels show horizontal participant-count ranges for each site across 17 metrics. The primary near-eye panel contains nine sites and the complementary chest panel eight. Tübingen and Madrid contribute the largest near-eye samples, while San José contributes the smallest."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",823,"placement_sample","\bnear[- ]eye\b",TRUE,"      `Primary near-eye dataset` = ""Primary near eye"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",824,"placement_sample","\bchest\b",TRUE,"      `Complementary chest dataset` = ""Complementary chest"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",854,"internal_workflow","\bartifact(s)?\b",FALSE,"[exact source data](../../../artifacts/11_source_data/H05/H05_preparation_site_support_summary.csv)."
"audit/hypotheses/H05/H05_analysis_preparation.qmd",856,"internal_workflow","\bartifact(s)?\b",FALSE,"[metric-by-site source](../../../artifacts/11_source_data/H05/H05_preparation_site_support.csv)"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",914,"internal_workflow","\bgate\b",TRUE,"  ""Optimisation"", ""nloptwrap or glmmTMB control"", ""Derivatives retained; up to 10,000 iterations/evaluations for Tweedie"", ""Makes convergence and Hessian evidence available for the stored diagnostic gate."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",914,"specialist","\bdiagnostic(s)?\b",TRUE,"  ""Optimisation"", ""nloptwrap or glmmTMB control"", ""Derivatives retained; up to 10,000 iterations/evaluations for Tweedie"", ""Makes convergence and Hessian evidence available for the stored diagnostic gate."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",933,"specialist","\bvariance component(s)?\b",FALSE,"site's adjustment directly rather than relying on a variance component from"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",942,"placement_sample","\bnear[- ]eye\b",TRUE,"    Evidence = ""Inherited 17-metric near-eye site-structure assessment"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",972,"deviation","\bdeviation(s)?\b",FALSE,"one participant-level LEBA standard deviation. Gaussian identity outcomes are"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",983,"placement_sample","\bnear[- ]eye\b",TRUE,"  `H05-F1-primary` = ""Primary near eye"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",984,"placement_sample","\bchest\b",TRUE,"  `H05-F2-complementary-chest` = ""Complementary chest"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",985,"placement_sample","\bnear[- ]eye\b",TRUE,"  `H05-F3-manuscript-prepared` = ""Gap-timing-unaware near-eye sensitivity"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1016,"specialist","\bdiagnostic(s)?\b",FALSE,"## 5. Diagnostics and influence"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1018,"specialist","\bdiagnostic(s)?\b",FALSE,"### Diagnostic sequence"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1021,"specialist","\bsingularity\b",FALSE,"singularity, residual behaviour, response bounds, metric-specific timing"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1033,"specialist","\bdiagnostic(s)?\b",TRUE,"#| label: tbl-h05-prep-diagnostic-overview"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1034,"specialist","\bdiagnostic(s)?\b",TRUE,"#| tbl-cap: ""Stored diagnostic disposition for non-sleep-environment primary and complementary models."""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1036,"specialist","\bdiagnostic(s)?\b",TRUE,"diagnostic_overview <- diagnostics |>"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1044,"placement_sample","\bnear[- ]eye\b",TRUE,"      !!primary_id := ""Primary near eye"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1045,"placement_sample","\bchest\b",TRUE,"      !!chest_id := ""Complementary chest"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1068,"specialist","\bback[- ]transform(ed|ation)?\b",FALSE,"sets a geometric-mean back-transformation residual to exact zero only when it"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1074,"placement_sample","\bnear[- ]eye\b",FALSE,"The verified primary rebuild changed three near-eye and five chest"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1074,"placement_sample","\bchest\b",FALSE,"The verified primary rebuild changed three near-eye and five chest"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1113,"placement_sample","\bnear[- ]eye\b",TRUE,"      glasses = ""Near eye"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1114,"placement_sample","\bchest\b",TRUE,"      chest = ""Chest"""
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1118,"placement_sample","\ball[- ]available\b",TRUE,"      all_available = ""All available"","
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1149,"internal_workflow","\bfrozen\b",FALSE,"comparison. It ran zero gap L10 and zero non-L10 refits. All 22 frozen-scope"
