"parent_index","site","Id","raw_state","period_source_start","period_source_end","expected_minutes","projected_minutes","valid_minutes","brown_yes","expected_recount","projected_recount","valid_recount","yes_recount","pass"
1802,"IZTECH","IZTECH_S011","pre-sleep",85,85,180,180,180,83,180,180,180,83,TRUE
1803,"IZTECH","IZTECH_S011","pre-sleep",86,86,180,180,147,47,180,180,147,47,TRUE
1804,"IZTECH","IZTECH_S011","pre-sleep",87,87,180,180,180,35,180,180,180,35,TRUE
1805,"IZTECH","IZTECH_S011","pre-sleep",88,88,180,180,180,0,180,180,180,0,TRUE
1806,"IZTECH","IZTECH_S011","pre-sleep",89,89,180,180,180,58,180,180,180,58,TRUE
1807,"IZTECH","IZTECH_S011","pre-sleep",90,90,180,180,90,11,180,180,90,11,TRUE
1808,"IZTECH","IZTECH_S012","pre-sleep",92,92,180,180,45,18,180,180,45,18,TRUE
1809,"IZTECH","IZTECH_S012","pre-sleep",94,94,180,180,180,174,180,180,180,174,TRUE
1810,"IZTECH","IZTECH_S012","pre-sleep",95,95,180,180,180,145,180,180,180,145,TRUE
1811,"IZTECH","IZTECH_S012","pre-sleep",96,96,180,180,180,61,180,180,180,61,TRUE
1812,"IZTECH","IZTECH_S012","pre-sleep",97,97,180,180,80,23,180,180,80,23,TRUE
1813,"IZTECH","IZTECH_S013","pre-sleep",99,99,180,180,180,65,180,180,180,65,TRUE
1814,"IZTECH","IZTECH_S013","pre-sleep",100,100,180,180,180,11,180,180,180,11,TRUE
1815,"IZTECH","IZTECH_S013","pre-sleep",101,101,180,180,180,160,180,180,180,160,TRUE
1816,"IZTECH","IZTECH_S013","pre-sleep",102,102,180,180,180,0,180,180,180,0,TRUE
1817,"IZTECH","IZTECH_S013","pre-sleep",103,103,180,180,180,125,180,180,180,125,TRUE
1818,"IZTECH","IZTECH_S013","pre-sleep",104,104,180,180,180,62,180,180,180,62,TRUE
1819,"IZTECH","IZTECH_S014","pre-sleep",108,108,180,180,180,73,180,180,180,73,TRUE
1820,"IZTECH","IZTECH_S014","pre-sleep",109,109,180,180,119,109,180,180,119,109,TRUE
1821,"IZTECH","IZTECH_S014","pre-sleep",110,110,180,180,180,161,180,180,180,161,TRUE
1822,"IZTECH","IZTECH_S014","pre-sleep",111,111,180,180,180,135,180,180,180,135,TRUE
1823,"IZTECH","IZTECH_S014","pre-sleep",112,112,180,180,180,122,180,180,180,122,TRUE
1824,"IZTECH","IZTECH_S014","pre-sleep",113,113,180,180,180,28,180,180,180,28,TRUE
1825,"IZTECH","IZTECH_S015","pre-sleep",115,115,180,180,60,59,180,180,60,59,TRUE
1826,"IZTECH","IZTECH_S015","pre-sleep",116,116,180,180,180,100,180,180,180,100,TRUE
1827,"IZTECH","IZTECH_S015","pre-sleep",117,117,180,180,180,179,180,180,180,179,TRUE
1828,"IZTECH","IZTECH_S015","pre-sleep",118,118,180,180,180,166,180,180,180,166,TRUE
1829,"IZTECH","IZTECH_S015","pre-sleep",119,119,180,180,180,173,180,180,180,173,TRUE
1830,"IZTECH","IZTECH_S015","pre-sleep",120,120,180,180,180,97,180,180,180,97,TRUE
1831,"IZTECH","IZTECH_S015","pre-sleep",121,121,180,180,165,136,180,180,165,136,TRUE
1832,"IZTECH","IZTECH_S016","pre-sleep",124,124,180,180,180,101,180,180,180,101,TRUE
1833,"IZTECH","IZTECH_S016","pre-sleep",125,125,180,180,135,89,180,180,135,89,TRUE
1834,"IZTECH","IZTECH_S016","pre-sleep",126,126,180,180,180,89,180,180,180,89,TRUE
1835,"IZTECH","IZTECH_S016","pre-sleep",127,127,180,180,180,133,180,180,180,133,TRUE
1836,"IZTECH","IZTECH_S016","pre-sleep",128,128,180,180,180,117,180,180,180,117,TRUE
1837,"IZTECH","IZTECH_S016","pre-sleep",129,129,180,180,120,117,180,180,120,117,TRUE
1838,"IZTECH","IZTECH_S017","pre-sleep",131,131,180,180,140,133,180,180,140,133,TRUE
1839,"IZTECH","IZTECH_S017","pre-sleep",132,132,180,180,158,53,180,180,158,53,TRUE
1840,"IZTECH","IZTECH_S017","pre-sleep",133,133,180,180,180,56,180,180,180,56,TRUE
1841,"IZTECH","IZTECH_S017","pre-sleep",134,134,180,180,180,158,180,180,180,158,TRUE
1842,"IZTECH","IZTECH_S017","pre-sleep",135,135,180,180,180,91,180,180,180,91,TRUE
1843,"IZTECH","IZTECH_S017","pre-sleep",136,136,180,180,180,65,180,180,180,65,TRUE
1844,"IZTECH","IZTECH_S017","pre-sleep",137,137,180,180,160,91,180,180,160,91,TRUE
1845,"KNUST","KNUST_S001","pre-sleep",2,2,180,180,180,178,180,180,180,178,TRUE
1846,"KNUST","KNUST_S001","pre-sleep",3,3,180,180,180,117,180,180,180,117,TRUE
1847,"KNUST","KNUST_S001","pre-sleep",4,4,180,180,15,0,180,180,15,0,TRUE
1848,"KNUST","KNUST_S001","pre-sleep",5,5,180,180,180,180,180,180,180,180,TRUE
1849,"KNUST","KNUST_S001","pre-sleep",6,6,180,180,180,151,180,180,180,151,TRUE
1850,"KNUST","KNUST_S001","pre-sleep",7,7,180,180,180,180,180,180,180,180,TRUE
1851,"KNUST","KNUST_S002","pre-sleep",9,9,180,180,180,180,180,180,180,180,TRUE
1852,"KNUST","KNUST_S002","pre-sleep",10,10,180,180,126,124,180,180,126,124,TRUE
1853,"KNUST","KNUST_S002","pre-sleep",11,11,180,180,180,177,180,180,180,177,TRUE
1854,"KNUST","KNUST_S002","pre-sleep",12,12,180,180,160,159,180,180,160,159,TRUE
1855,"KNUST","KNUST_S002","pre-sleep",13,13,180,180,165,160,180,180,165,160,TRUE
1856,"KNUST","KNUST_S002","pre-sleep",14,14,180,180,180,180,180,180,180,180,TRUE
1857,"KNUST","KNUST_S003","pre-sleep",16,16,180,180,72,70,180,180,72,70,TRUE
1858,"KNUST","KNUST_S003","pre-sleep",17,17,180,180,106,101,180,180,106,101,TRUE
1859,"KNUST","KNUST_S003","pre-sleep",18,18,180,180,128,128,180,180,128,128,TRUE
1860,"KNUST","KNUST_S003","pre-sleep",19,19,180,180,83,83,180,180,83,83,TRUE
1861,"KNUST","KNUST_S003","pre-sleep",20,20,180,180,150,150,180,180,150,150,TRUE
1862,"KNUST","KNUST_S003","pre-sleep",21,21,180,180,180,172,180,180,180,172,TRUE
1863,"KNUST","KNUST_S004","pre-sleep",24,24,180,180,160,153,180,180,160,153,TRUE
1864,"KNUST","KNUST_S004","pre-sleep",26,26,180,180,133,41,180,180,133,41,TRUE
1865,"KNUST","KNUST_S004","pre-sleep",27,27,180,180,52,52,180,180,52,52,TRUE
1866,"KNUST","KNUST_S005","pre-sleep",32,32,180,180,60,53,180,180,60,53,TRUE
1867,"KNUST","KNUST_S005","pre-sleep",33,33,180,180,120,114,180,180,120,114,TRUE
1868,"KNUST","KNUST_S005","pre-sleep",34,34,180,180,110,110,180,180,110,110,TRUE
1869,"KNUST","KNUST_S006","pre-sleep",37,37,180,180,166,125,180,180,166,125,TRUE
1870,"KNUST","KNUST_S006","pre-sleep",38,38,180,180,142,103,180,180,142,103,TRUE
1871,"KNUST","KNUST_S006","pre-sleep",39,39,180,180,180,180,180,180,180,180,TRUE
1872,"KNUST","KNUST_S006","pre-sleep",40,40,180,180,169,169,180,180,169,169,TRUE
1873,"KNUST","KNUST_S006","pre-sleep",41,41,180,180,160,150,180,180,160,150,TRUE
1874,"KNUST","KNUST_S006","pre-sleep",42,42,180,180,150,150,180,180,150,150,TRUE
1875,"KNUST","KNUST_S007","pre-sleep",44,44,180,180,180,172,180,180,180,172,TRUE
1876,"KNUST","KNUST_S007","pre-sleep",45,45,180,180,180,173,180,180,180,173,TRUE
1877,"KNUST","KNUST_S007","pre-sleep",46,46,180,180,126,105,180,180,126,105,TRUE
1878,"KNUST","KNUST_S007","pre-sleep",47,47,180,180,127,72,180,180,127,72,TRUE
1879,"KNUST","KNUST_S008","pre-sleep",51,51,180,180,180,123,180,180,180,123,TRUE
1880,"KNUST","KNUST_S008","pre-sleep",52,52,180,180,141,125,180,180,141,125,TRUE
1881,"KNUST","KNUST_S008","pre-sleep",53,53,180,180,180,180,180,180,180,180,TRUE
1882,"KNUST","KNUST_S008","pre-sleep",54,54,180,180,127,100,180,180,127,100,TRUE
1883,"KNUST","KNUST_S008","pre-sleep",55,55,180,180,175,145,180,180,175,145,TRUE
1884,"KNUST","KNUST_S009","pre-sleep",57,57,180,180,166,156,180,180,166,156,TRUE
1885,"KNUST","KNUST_S009","pre-sleep",58,58,180,180,180,180,180,180,180,180,TRUE
1886,"KNUST","KNUST_S009","pre-sleep",59,59,180,180,178,178,180,180,178,178,TRUE
1887,"KNUST","KNUST_S009","pre-sleep",60,60,180,180,180,180,180,180,180,180,TRUE
1888,"KNUST","KNUST_S009","pre-sleep",61,61,180,180,180,180,180,180,180,180,TRUE
1889,"KNUST","KNUST_S009","pre-sleep",62,62,180,180,90,90,180,180,90,90,TRUE
1890,"KNUST","KNUST_S010","pre-sleep",64,64,180,180,128,111,180,180,128,111,TRUE
1891,"KNUST","KNUST_S010","pre-sleep",65,65,180,180,180,152,180,180,180,152,TRUE
1892,"KNUST","KNUST_S010","pre-sleep",66,66,180,180,141,99,180,180,141,99,TRUE
1893,"KNUST","KNUST_S010","pre-sleep",67,67,180,180,180,99,180,180,180,99,TRUE
1894,"KNUST","KNUST_S010","pre-sleep",68,68,180,180,180,162,180,180,180,162,TRUE
1895,"KNUST","KNUST_S010","pre-sleep",69,69,180,180,180,177,180,180,180,177,TRUE
1896,"KNUST","KNUST_S011","pre-sleep",71,71,180,180,113,26,180,180,113,26,TRUE
1897,"KNUST","KNUST_S011","pre-sleep",72,72,180,180,180,180,180,180,180,180,TRUE
1898,"KNUST","KNUST_S011","pre-sleep",73,73,180,180,159,159,180,180,159,159,TRUE
1899,"KNUST","KNUST_S011","pre-sleep",74,74,180,180,180,180,180,180,180,180,TRUE
1900,"KNUST","KNUST_S011","pre-sleep",75,75,180,180,161,161,180,180,161,161,TRUE
1901,"KNUST","KNUST_S011","pre-sleep",76,76,180,180,50,50,180,180,50,50,TRUE
1902,"KNUST","KNUST_S012","pre-sleep",78,78,180,180,95,95,180,180,95,95,TRUE
1903,"KNUST","KNUST_S012","pre-sleep",79,79,180,180,180,3,180,180,180,3,TRUE
1904,"KNUST","KNUST_S012","pre-sleep",80,80,180,180,180,0,180,180,180,0,TRUE
1905,"KNUST","KNUST_S012","pre-sleep",81,81,180,180,180,5,180,180,180,5,TRUE
1906,"KNUST","KNUST_S012","pre-sleep",82,82,180,180,180,62,180,180,180,62,TRUE
1907,"KNUST","KNUST_S012","pre-sleep",83,83,180,180,180,83,180,180,180,83,TRUE
1908,"KNUST","KNUST_S013","pre-sleep",85,85,180,180,180,27,180,180,180,27,TRUE
1909,"KNUST","KNUST_S013","pre-sleep",86,86,180,180,180,79,180,180,180,79,TRUE
1910,"KNUST","KNUST_S013","pre-sleep",87,87,180,180,180,155,180,180,180,155,TRUE
1911,"KNUST","KNUST_S013","pre-sleep",88,88,180,180,180,87,180,180,180,87,TRUE
1912,"KNUST","KNUST_S013","pre-sleep",89,89,180,180,180,51,180,180,180,51,TRUE
1913,"KNUST","KNUST_S013","pre-sleep",90,90,180,180,180,39,180,180,180,39,TRUE
1914,"KNUST","KNUST_S014","pre-sleep",92,92,180,180,180,167,180,180,180,167,TRUE
1915,"KNUST","KNUST_S014","pre-sleep",93,93,180,180,180,120,180,180,180,120,TRUE
1916,"KNUST","KNUST_S014","pre-sleep",94,94,180,180,180,67,180,180,180,67,TRUE
1917,"KNUST","KNUST_S014","pre-sleep",95,95,180,180,180,139,180,180,180,139,TRUE
1918,"KNUST","KNUST_S014","pre-sleep",96,96,180,180,180,71,180,180,180,71,TRUE
1919,"KNUST","KNUST_S014","pre-sleep",97,97,180,180,120,107,180,180,120,107,TRUE
1920,"KNUST","KNUST_S015","pre-sleep",99,99,180,180,32,7,180,180,32,7,TRUE
1921,"KNUST","KNUST_S015","pre-sleep",100,100,180,180,140,51,180,180,140,51,TRUE
1922,"KNUST","KNUST_S015","pre-sleep",101,101,180,180,179,64,180,180,179,64,TRUE
1923,"KNUST","KNUST_S015","pre-sleep",102,102,180,180,128,105,180,180,128,105,TRUE
1924,"KNUST","KNUST_S015","pre-sleep",103,103,180,180,161,89,180,180,161,89,TRUE
1925,"KNUST","KNUST_S015","pre-sleep",104,104,180,180,180,0,180,180,180,0,TRUE
1926,"MPI","MPI_S201","pre-sleep",2,2,180,180,180,175,180,180,180,175,TRUE
1927,"MPI","MPI_S201","pre-sleep",3,3,180,180,167,110,180,180,167,110,TRUE
1928,"MPI","MPI_S201","pre-sleep",4,4,180,180,45,45,180,180,45,45,TRUE
1929,"MPI","MPI_S201","pre-sleep",6,6,180,180,70,69,180,180,70,69,TRUE
1930,"MPI","MPI_S201","pre-sleep",7,7,180,180,144,144,180,180,144,144,TRUE
1931,"MPI","MPI_S202","pre-sleep",9,9,180,180,180,123,180,180,180,123,TRUE
1932,"MPI","MPI_S202","pre-sleep",10,10,180,180,180,180,180,180,180,180,TRUE
1933,"MPI","MPI_S202","pre-sleep",11,11,180,180,180,157,180,180,180,157,TRUE
1934,"MPI","MPI_S202","pre-sleep",12,12,180,180,180,86,180,180,180,86,TRUE
1935,"MPI","MPI_S202","pre-sleep",13,13,180,180,180,29,180,180,180,29,TRUE
1936,"MPI","MPI_S202","pre-sleep",14,14,180,180,24,0,180,180,24,0,TRUE
1937,"MPI","MPI_S204","pre-sleep",16,16,180,180,180,119,180,180,180,119,TRUE
1938,"MPI","MPI_S204","pre-sleep",17,17,180,180,180,52,180,180,180,52,TRUE
1939,"MPI","MPI_S204","pre-sleep",18,18,180,180,180,65,180,180,180,65,TRUE
1940,"MPI","MPI_S204","pre-sleep",19,19,180,180,135,49,180,180,135,49,TRUE
1941,"MPI","MPI_S204","pre-sleep",20,20,180,180,180,99,180,180,180,99,TRUE
1942,"MPI","MPI_S204","pre-sleep",21,21,180,180,75,33,180,180,75,33,TRUE
1943,"MPI","MPI_S205","pre-sleep",23,23,180,180,180,57,180,180,180,57,TRUE
1944,"MPI","MPI_S205","pre-sleep",24,24,180,180,180,73,180,180,180,73,TRUE
1945,"MPI","MPI_S205","pre-sleep",25,25,180,180,180,46,180,180,180,46,TRUE
1946,"MPI","MPI_S205","pre-sleep",26,26,180,180,180,75,180,180,180,75,TRUE
1947,"MPI","MPI_S205","pre-sleep",27,27,180,180,180,142,180,180,180,142,TRUE
1948,"MPI","MPI_S205","pre-sleep",28,28,180,180,180,12,180,180,180,12,TRUE
1949,"MPI","MPI_S206","pre-sleep",30,30,180,180,132,74,180,180,132,74,TRUE
1950,"MPI","MPI_S206","pre-sleep",31,31,180,180,180,93,180,180,180,93,TRUE
1951,"MPI","MPI_S206","pre-sleep",32,32,180,180,165,34,180,180,165,34,TRUE
1952,"MPI","MPI_S206","pre-sleep",33,33,180,180,171,49,180,180,171,49,TRUE
1953,"MPI","MPI_S206","pre-sleep",34,34,180,180,149,65,180,180,149,65,TRUE
1954,"MPI","MPI_S208","pre-sleep",37,37,180,180,180,92,180,180,180,92,TRUE
1955,"MPI","MPI_S208","pre-sleep",38,38,180,180,180,28,180,180,180,28,TRUE
1956,"MPI","MPI_S208","pre-sleep",39,39,180,180,124,48,180,180,124,48,TRUE
1957,"MPI","MPI_S208","pre-sleep",41,41,180,180,2,0,180,180,2,0,TRUE
1958,"MPI","MPI_S208","pre-sleep",42,42,180,180,30,10,180,180,30,10,TRUE
1959,"MPI","MPI_S209","pre-sleep",44,44,180,180,145,24,180,180,145,24,TRUE
1960,"MPI","MPI_S209","pre-sleep",45,45,180,180,180,0,180,180,180,0,TRUE
1961,"MPI","MPI_S209","pre-sleep",46,46,180,180,180,0,180,180,180,0,TRUE
1962,"MPI","MPI_S209","pre-sleep",47,47,180,180,180,122,180,180,180,122,TRUE
1963,"MPI","MPI_S209","pre-sleep",48,48,180,180,180,15,180,180,180,15,TRUE
1964,"MPI","MPI_S209","pre-sleep",49,49,180,180,180,21,180,180,180,21,TRUE
1965,"MPI","MPI_S210","pre-sleep",51,51,180,180,180,128,180,180,180,128,TRUE
1966,"MPI","MPI_S210","pre-sleep",52,52,180,180,180,57,180,180,180,57,TRUE
1967,"MPI","MPI_S210","pre-sleep",53,53,180,180,180,25,180,180,180,25,TRUE
1968,"MPI","MPI_S210","pre-sleep",54,54,180,180,180,89,180,180,180,89,TRUE
1969,"MPI","MPI_S210","pre-sleep",55,55,180,180,180,93,180,180,180,93,TRUE
1970,"MPI","MPI_S210","pre-sleep",56,56,180,180,178,43,180,180,178,43,TRUE
1971,"MPI","MPI_S212","pre-sleep",58,58,180,180,165,127,180,180,165,127,TRUE
1972,"MPI","MPI_S212","pre-sleep",59,59,180,180,158,128,180,180,158,128,TRUE
1973,"MPI","MPI_S212","pre-sleep",60,60,180,180,167,132,180,180,167,132,TRUE
1974,"MPI","MPI_S212","pre-sleep",61,61,180,180,169,133,180,180,169,133,TRUE
1975,"MPI","MPI_S212","pre-sleep",62,62,180,180,165,117,180,180,165,117,TRUE
1976,"MPI","MPI_S212","pre-sleep",63,63,180,180,165,123,180,180,165,123,TRUE
1977,"MPI","MPI_S213","pre-sleep",65,65,180,180,180,78,180,180,180,78,TRUE
1978,"MPI","MPI_S213","pre-sleep",66,66,180,180,132,55,180,180,132,55,TRUE
1979,"MPI","MPI_S213","pre-sleep",67,67,180,180,180,48,180,180,180,48,TRUE
1980,"MPI","MPI_S213","pre-sleep",68,68,180,180,180,76,180,180,180,76,TRUE
1981,"MPI","MPI_S213","pre-sleep",69,69,180,180,180,54,180,180,180,54,TRUE
1982,"MPI","MPI_S214","pre-sleep",72,72,180,180,180,179,180,180,180,179,TRUE
1983,"MPI","MPI_S214","pre-sleep",73,73,180,180,180,102,180,180,180,102,TRUE
1984,"MPI","MPI_S214","pre-sleep",74,74,180,180,180,159,180,180,180,159,TRUE
1985,"MPI","MPI_S214","pre-sleep",75,75,180,180,180,110,180,180,180,110,TRUE
1986,"MPI","MPI_S214","pre-sleep",76,76,180,180,180,132,180,180,180,132,TRUE
1987,"MPI","MPI_S214","pre-sleep",77,77,180,180,180,146,180,180,180,146,TRUE
1988,"MPI","MPI_S215","pre-sleep",79,79,180,180,180,72,180,180,180,72,TRUE
1989,"MPI","MPI_S215","pre-sleep",80,80,180,180,180,33,180,180,180,33,TRUE
1990,"MPI","MPI_S215","pre-sleep",81,81,180,180,180,30,180,180,180,30,TRUE
1991,"MPI","MPI_S215","pre-sleep",82,82,180,180,180,50,180,180,180,50,TRUE
1992,"MPI","MPI_S215","pre-sleep",84,84,180,180,180,103,180,180,180,103,TRUE
1993,"MPI","MPI_S216","pre-sleep",86,86,180,180,180,158,180,180,180,158,TRUE
1994,"MPI","MPI_S216","pre-sleep",87,87,180,180,180,121,180,180,180,121,TRUE
1995,"MPI","MPI_S216","pre-sleep",88,88,180,180,180,72,180,180,180,72,TRUE
1996,"MPI","MPI_S216","pre-sleep",89,89,180,180,180,119,180,180,180,119,TRUE
1997,"MPI","MPI_S216","pre-sleep",90,90,180,180,180,40,180,180,180,40,TRUE
1998,"MPI","MPI_S218","pre-sleep",93,93,180,180,180,157,180,180,180,157,TRUE
1999,"MPI","MPI_S218","pre-sleep",94,94,180,180,180,177,180,180,180,177,TRUE
2000,"MPI","MPI_S218","pre-sleep",95,95,180,180,180,106,180,180,180,106,TRUE
2001,"MPI","MPI_S218","pre-sleep",96,96,180,180,180,86,180,180,180,86,TRUE
2002,"MPI","MPI_S218","pre-sleep",97,97,180,180,180,143,180,180,180,143,TRUE
2003,"MPI","MPI_S218","pre-sleep",98,98,180,180,30,0,180,180,30,0,TRUE
2004,"MPI","MPI_S219","pre-sleep",100,100,180,180,180,162,180,180,180,162,TRUE
2005,"MPI","MPI_S219","pre-sleep",101,101,180,180,180,160,180,180,180,160,TRUE
2006,"MPI","MPI_S219","pre-sleep",102,102,180,180,180,141,180,180,180,141,TRUE
2007,"MPI","MPI_S219","pre-sleep",103,103,180,180,180,175,180,180,180,175,TRUE
2008,"MPI","MPI_S219","pre-sleep",104,104,180,180,180,175,180,180,180,175,TRUE
2009,"MPI","MPI_S219","pre-sleep",105,105,180,180,180,174,180,180,180,174,TRUE
2010,"MPI","MPI_S221","pre-sleep",107,107,180,180,180,146,180,180,180,146,TRUE
2011,"MPI","MPI_S221","pre-sleep",108,108,180,180,180,169,180,180,180,169,TRUE
2012,"MPI","MPI_S221","pre-sleep",109,109,180,180,180,177,180,180,180,177,TRUE
2013,"MPI","MPI_S221","pre-sleep",110,110,180,180,180,180,180,180,180,180,TRUE
2014,"MPI","MPI_S221","pre-sleep",111,111,180,180,180,106,180,180,180,106,TRUE
2015,"MPI","MPI_S221","pre-sleep",112,112,180,180,165,58,180,180,165,58,TRUE
2016,"MPI","MPI_S222","pre-sleep",114,114,180,180,180,175,180,180,180,175,TRUE
2017,"MPI","MPI_S222","pre-sleep",115,115,180,180,170,75,180,180,170,75,TRUE
2018,"MPI","MPI_S222","pre-sleep",116,116,180,180,180,105,180,180,180,105,TRUE
2019,"MPI","MPI_S222","pre-sleep",117,117,180,180,180,152,180,180,180,152,TRUE
2020,"MPI","MPI_S222","pre-sleep",118,118,180,180,120,120,180,180,120,120,TRUE
2021,"MPI","MPI_S222","pre-sleep",119,119,180,180,126,45,180,180,126,45,TRUE
2022,"MPI","MPI_S223","pre-sleep",121,121,180,180,46,41,180,180,46,41,TRUE
2023,"MPI","MPI_S223","pre-sleep",122,122,180,180,180,99,180,180,180,99,TRUE
2024,"MPI","MPI_S223","pre-sleep",123,123,180,180,139,108,180,180,139,108,TRUE
2025,"MPI","MPI_S223","pre-sleep",124,124,180,180,180,152,180,180,180,152,TRUE
2026,"MPI","MPI_S223","pre-sleep",125,125,180,180,180,103,180,180,180,103,TRUE
2027,"MPI","MPI_S223","pre-sleep",126,126,180,180,120,67,180,180,120,67,TRUE
2028,"MPI","MPI_S224","pre-sleep",128,128,180,180,127,85,180,180,127,85,TRUE
2029,"MPI","MPI_S224","pre-sleep",129,129,180,180,98,55,180,180,98,55,TRUE
2030,"MPI","MPI_S224","pre-sleep",130,130,180,180,180,111,180,180,180,111,TRUE
2031,"MPI","MPI_S224","pre-sleep",131,131,180,180,180,171,180,180,180,171,TRUE
2032,"MPI","MPI_S224","pre-sleep",132,132,180,180,180,180,180,180,180,180,TRUE
2033,"MPI","MPI_S224","pre-sleep",133,133,180,180,168,139,180,180,168,139,TRUE
2034,"MPI","MPI_S225","pre-sleep",135,135,180,180,180,152,180,180,180,152,TRUE
2035,"MPI","MPI_S225","pre-sleep",136,136,180,180,180,116,180,180,180,116,TRUE
2036,"MPI","MPI_S225","pre-sleep",137,137,180,180,180,109,180,180,180,109,TRUE
2037,"MPI","MPI_S225","pre-sleep",138,138,180,180,180,71,180,180,180,71,TRUE
2038,"MPI","MPI_S225","pre-sleep",139,139,180,180,180,116,180,180,180,116,TRUE
2039,"MPI","MPI_S225","pre-sleep",140,140,180,180,180,170,180,180,180,170,TRUE
2040,"MPI","MPI_S226","pre-sleep",142,142,180,180,180,178,180,180,180,178,TRUE
2041,"MPI","MPI_S226","pre-sleep",143,143,180,180,180,177,180,180,180,177,TRUE
2042,"MPI","MPI_S226","pre-sleep",144,144,180,180,180,177,180,180,180,177,TRUE
2043,"MPI","MPI_S226","pre-sleep",145,145,180,180,180,176,180,180,180,176,TRUE
2044,"MPI","MPI_S226","pre-sleep",146,146,180,180,180,180,180,180,180,180,TRUE
2045,"MPI","MPI_S226","pre-sleep",147,147,180,180,145,145,180,180,145,145,TRUE
2046,"MPI","MPI_S227","pre-sleep",149,149,180,180,180,45,180,180,180,45,TRUE
2047,"MPI","MPI_S227","pre-sleep",150,150,180,180,180,54,180,180,180,54,TRUE
2048,"MPI","MPI_S227","pre-sleep",151,151,180,180,91,69,180,180,91,69,TRUE
2049,"MPI","MPI_S227","pre-sleep",152,152,180,180,180,89,180,180,180,89,TRUE
2050,"MPI","MPI_S227","pre-sleep",153,153,180,180,180,112,180,180,180,112,TRUE
2051,"MPI","MPI_S227","pre-sleep",154,154,180,180,100,40,180,180,100,40,TRUE
2052,"MPI","MPI_S228","pre-sleep",156,156,180,180,175,103,180,180,175,103,TRUE
2053,"MPI","MPI_S228","pre-sleep",157,157,180,180,180,56,180,180,180,56,TRUE
2054,"MPI","MPI_S228","pre-sleep",158,158,180,180,137,103,180,180,137,103,TRUE
2055,"MPI","MPI_S228","pre-sleep",160,160,180,180,180,40,180,180,180,40,TRUE
2056,"MPI","MPI_S228","pre-sleep",159,159,180,180,180,174,180,180,180,174,TRUE
2057,"MPI","MPI_S228","pre-sleep",161,161,180,180,180,31,180,180,180,31,TRUE
2058,"MPI","MPI_S229","pre-sleep",163,163,180,180,143,45,180,180,143,45,TRUE
2059,"MPI","MPI_S229","pre-sleep",164,164,180,180,180,141,180,180,180,141,TRUE
2060,"MPI","MPI_S229","pre-sleep",165,165,180,180,156,52,180,180,156,52,TRUE
2061,"MPI","MPI_S229","pre-sleep",166,166,180,180,169,105,180,180,169,105,TRUE
2062,"MPI","MPI_S229","pre-sleep",167,167,180,180,131,36,180,180,131,36,TRUE
2063,"MPI","MPI_S229","pre-sleep",168,168,180,180,180,72,180,180,180,72,TRUE
2064,"MPI","MPI_S230","pre-sleep",170,170,180,180,180,148,180,180,180,148,TRUE
2065,"MPI","MPI_S230","pre-sleep",171,171,180,180,20,7,180,180,20,7,TRUE
2066,"MPI","MPI_S230","pre-sleep",172,172,180,180,180,173,180,180,180,173,TRUE
2067,"MPI","MPI_S230","pre-sleep",173,173,180,180,180,109,180,180,180,109,TRUE
2068,"MPI","MPI_S230","pre-sleep",174,174,180,180,180,179,180,180,180,179,TRUE
2069,"MPI","MPI_S230","pre-sleep",175,175,180,180,180,175,180,180,180,175,TRUE
2070,"MPI","MPI_S231","pre-sleep",177,177,180,180,134,133,180,180,134,133,TRUE
2071,"MPI","MPI_S231","pre-sleep",178,178,180,180,164,162,180,180,164,162,TRUE
2072,"MPI","MPI_S231","pre-sleep",179,179,180,180,180,167,180,180,180,167,TRUE
2073,"MPI","MPI_S231","pre-sleep",180,180,180,180,161,155,180,180,161,155,TRUE
2074,"MPI","MPI_S231","pre-sleep",181,181,180,180,180,151,180,180,180,151,TRUE
2075,"MPI","MPI_S231","pre-sleep",182,182,180,180,86,73,180,180,86,73,TRUE
2076,"RISE","RISE_S001","pre-sleep",2,2,180,180,141,121,180,180,141,121,TRUE
2077,"RISE","RISE_S001","pre-sleep",3,3,180,180,180,156,180,180,180,156,TRUE
2078,"RISE","RISE_S001","pre-sleep",4,4,180,180,180,166,180,180,180,166,TRUE
2079,"RISE","RISE_S001","pre-sleep",5,5,180,180,180,119,180,180,180,119,TRUE
2080,"RISE","RISE_S001","pre-sleep",6,6,180,180,180,135,180,180,180,135,TRUE
2081,"RISE","RISE_S001","pre-sleep",7,7,180,180,180,93,180,180,180,93,TRUE
2082,"RISE","RISE_S002","pre-sleep",9,9,180,180,135,127,180,180,135,127,TRUE
2083,"RISE","RISE_S002","pre-sleep",10,10,180,180,34,31,180,180,34,31,TRUE
2084,"RISE","RISE_S002","pre-sleep",11,11,180,180,146,110,180,180,146,110,TRUE
2085,"RISE","RISE_S002","pre-sleep",12,12,180,180,180,167,180,180,180,167,TRUE
2086,"RISE","RISE_S002","pre-sleep",13,13,180,180,180,167,180,180,180,167,TRUE
2087,"RISE","RISE_S002","pre-sleep",14,14,180,180,36,36,180,180,36,36,TRUE
2088,"RISE","RISE_S003","pre-sleep",16,16,180,180,162,152,180,180,162,152,TRUE
2089,"RISE","RISE_S003","pre-sleep",17,17,180,180,180,177,180,180,180,177,TRUE
2090,"RISE","RISE_S003","pre-sleep",18,18,180,180,159,149,180,180,159,149,TRUE
